"soortnum";"wet_naam";"ned_naam";"aut_naam";"wet_naam_auteur";"lettcode";"familie";"genus";"soort";"syst_niv";"stlyst90";"flora_90";"status";"uhokn50";"uhokn80";"herkmst1";"herkmst2";"herkmst3";"ufk_40";"ufk_90";"uhokv50";"uhokv80";"lv_duur";"lv_vorm";"gr_vorm1";"gr_vorm2";"gr_vorm3";"anat_bld";"grn_bld";"vorm_bld";"hgt_min";"hgt_max";"hgt_extr";"gesl_blm";"blmkleur";"vr_type";"vr_kleur";"zaadmorf";"wrtldiep";"kiemtijd";"bgnbloei";"endbloei";"grondwtr";"lichtind";"temptind";"contiind";"vochtind";"zuurgind";"stiksind";"zout_ind";"zwareind";"maai_ind";"stro_min";"stro_max";"stro_ext";"oeco_grp";"ecol_grp";"transgr";"westhoff";"ellenbrg";"ecotp_01";"ecotp_02";"ecotp_03";"ecotp_04";"ecotp_05";"ecotp_06";"ecotp_07";"ecotp_08";"ecotp_09";"ecotp_10";"ecotpamp";"gebruik1";"gebruik2";"gebruik3";"gebruik4";"wett_bes";"redlist1";"redlist2";"bestuiv1";"bestuiv2";"bestuiv3";"zbestuiv";"plg_ligg";"plg_nord";"plg_west";"plg_midd";"plg_oost";"plg_z_o";"plg_zuid";"plg_fryk";"plg_amer";"plg_euro";"plg_azie";"plg_bron";"plg_noot";"plg_mont";"r_salinit";"r_alkalin";"r_dom_anio";"r_carbogeh";"r_trofiegr";"type";"selectie"
5170;"Asplenium trichomanes subsp. trichomanes";"Subsp. trichomanes v. Steenbreekvaren";;"Asplenium trichomanes subsp. trichomanes ";"ASPLET-T";"  8";" 1";" 4";" 4";"0";"0";"1";;;"  1";;;;;;;"6";"H";"63";;;"43";"I";"vs";"   5";"  35";;"E";"O";"11";"o";"11";;;"6";" 9";"7";"5";"X";"3";" 5";"X";"3";"0";"0";;"9";"9";"9";"61";;;;"42000";;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5171;"Buxus sempervirens";"Palmboompje";"L.";"Buxus sempervirens L.";"BUXUSSEM";" 65";" 1";" 1";" 2";"0";"1";"74";;;"113";"202";;;;;;"7";"P";"73";;;"50";"I";"ro";" 100";" 400";;"A";"V:F";"43";"o";;;"13   ?";"3";" 4";"7";"5";"8";"2";" 4";"8";"4";"0";"0";;"9";"9";"9";"84";;;;"33000";;;;;;;;;;;;"16";"24";"30";;"0";;;"I";;;;;;;;;;;;;;;;;"mo";;;;;;"H";0
5172;"Cotoneaster integerrimus";"Wilde dwergmispel";"Medicus";"Cotoneaster integerrimus Medicus";"COTONINT";" 50";"18";" 1";" 2";"0";"1";"7";;;"100";"206";;;;;;"7";"P";"73";;;"45";"S";"ro";" 200";" 300";;"C";"R";"52";"r";" 1";;"34/35";"4";" 6";;"8";"X";"4";" 3";"7";"2";"0";"0";;"9";"9";"9";"84";;;;"84120";;;;;;;;;;;;"30";;;;"0";;;"IH";;;;;;;;;;;;;;;;;"sa";;;;;;"H";0
5173;"Cotoneaster nebrodensis";"Viltige dwergmispel";"(Guss.) Koch";"Cotoneaster nebrodensis (Guss.) Koch";"COTONNEB";" 50";"18";" 3";" 2";"0";"0";"7";;;"113";"202";;;;;;"7";"P";"73";;;"40";"S";"ro";" 200";" 300";;"C";"A/R";"52";"r";" 1";;;"5";" 6";;"7";"5";"4";" 3";"9";"2";"0";"0";;"9";"9";"9";;;;;"84120";;;;;;;;;;;;"30";;;;"0";;;"I";;;;;;;;;;;;;;;;;"al";;;;;;"H";0
5174;"Chenopodium botrys";"Druifkruid";"L.";"Chenopodium botrys L.";"CHENOBOR";" 33";" 2";" 3";" 2";"1";"1";"3";;;"110";;;"1";"2";;;"1";"T";"65";;;"40";"S";"ha";"  15";"  60";;"C";"V";"32";"o";" 1";;;"7";"10";;"8";"7";"2";" 4";"7";"6";"0";"0";;"9";"9";"9";"15";;"0";"12Ba";"33000";"P60m";"P67";;;;;;;;;"1";"99";;;;"0";;;"W";;;;"m";"0";"1";"2";"1";"3";"3";"B";".";"*";"*";"35";"C";"co";;;;;;"H";0
5175;"Cyperus esculentus";"Knolcyperus";"L.";"Cyperus esculentus L.";"CYPERESC";"131";" 4";" 2";" 2";"1";"1";"3";;;"301";;;"0";"4";;;"1+6";"G";"52";;;;"S";"ly";"   5";"  60";" 90";"C";"O";"32";"o";;;;"7";"10";"7";;;;;;;;;;"9";"9";"9";"11";;;;;"P48";"P68";;;;;;;;;"1";" 7";;;;"0";;;;;;;"b";"0";"+";"0";"0";"1";"2";"A";"*";"*";".";"6";"E";"co";;;;;;"H";0
5176;"Daucus carota subsp. sativus";"Gekweekte peen";"(Hoffmann) Arcangeli";"Daucus carota subsp. sativus (Hoffmann) Arcangeli";"DAUCUC-S";" 83";"39";" 2";" 4";"0";"1";"8";;;;;;;;;;"2+8";"H";"65";;;;"S";"vm";"  30";"  90";;"C";"A";"41";"o";" 6";;;"6";"13";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;" 7";"26";;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5177;"Ficus carica";"Vijgeboom";"L.";"Ficus carica L.";"FICUSCAR";" 26";" 1";" 1";" 2";"0";"1";"7";;;"110";"202";;;;;;"7";"P";"81";;;;;"ha";" 200";" 300";;"A";"V";"62";"v";;;;" 5";" 9";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"11";"16";;;"0";;;"I";;;;;;;;;;;;;;;;;;;;;;;"H";0
5178;"Juncus x kernreichgeltii";"Pitrus x Biezeknoppen";"Jansen & Wachter";"Juncus x kernreichgeltii Jansen & Wachter";"JUNCU*KE";"125";" 1";"29";" 8";"0";"0";"1";;;;;;;;;;"6";"H";"50";;;;;"bu";;;;"C";"V:B";"43";"o";" 1";;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5179;"Laburnum x watereri";"Goudenregen x Alpengoudenregen";"(Kirchner) Dipp.";"Laburnum x watereri (Kirchner) Dipp.";"LABUR*WA";" 51";" 1";" 2";" 8";"0";"1";"7";;;;;;;;;;"7";"P";"81";;;;"S";"hs";" 300";" 700";;;;;"o";;;;" 5";" 6";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5180;"Larix x eurolepis";"Europese lork x Goudlork";"A.Henry";"Larix x eurolepis A.Henry";"LARIX*EU";" 16";" 5";" 3";" 8";"0";"1";"7";;;;;;;;;;"7";"P";"82";;;;"S";"na";;;;;;;"o";" 9";;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5181;"Lonicera tatarica";"Tartaarse kamperfoelie";"L.";"Lonicera tatarica L.";"LONICTAT";"108";" 5";" 4";" 2";"0";"0";"7";;;"109";"213";;;;;;"7";"P";"73";;;;"S";"lw";" 100";" 300";;"C";"R/A";"51";"r";" 4";;;" 5";" 6";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;"ID";"IH";;;;;;;;;;;;;;;;;;;;;;"H";0
5182;"Petasites albus";"Wit hoefblad";"(L.) Gaertner";"Petasites albus (L.) Gaertner";"PETASALB";"113";"31";" 3";" 2";"0";"1";"7";;;"159";;;;;;;"6";"G";"63";;;"30";"S";"ro";"   7";"  30";;"B";"F:A";"32";"o";" 8";;;" 2";" 3";;"4";"4";"4";" 6";"X";"5";"0";"0";;"9";"9";"9";"90";;;;"84310";;;;;;;;;;;;"99";;;;"0";;;"I";;;"Z";;;;;;;;;;;;;;"sa";;;;;;"H";0
5183;"Physocarpus opulifolius";"Sneeuwbalspirea";"(L.) Maximowicz";"Physocarpus opulifolius (L.) Maximowicz";"PHYSOOPU";" 50";"22";" 1";" 2";"0";"0";"7";;;"301";;;;;;;"7";"P";"73";;;;"S";"lw";" 150";" 300";;"C";"A/R";"33";"o";;;;" 6";" 6";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;"I";;;"Z";;;;;;;;;;;;;;;;;;;;"H";0
5184;"Pinus contorta";"Draaiden";"Douglas ex Loudon";"Pinus contorta Douglas ex Loudon";"PINUSCON";" 16";" 6";" 9";" 2";"0";"0";"9";;;"307";;;;;;;"7";"P";"82";;;;"I";"na";" 600";"1000";;"C";"O";"21";"o";;;;" 5";" 6";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5185;"Pinus rigida";"Doornden";"Miller";"Pinus rigida Miller";"PINUSRIG";" 16";" 6";"10";" 2";"0";"0";"9";;;"306";;;;;;;"7";"P";"82";;;;"I";"na";;"2500";;"C";"O";"21";"o";;;;" 5";" 6";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"24";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5186;"Populus nigra cv. 'Italica'";"Italiaanse populier";;"Populus nigra cv. 'Italica' ";"POPULN,I";" 19";" 2";" 6";" 7";"0";"1";"9";;;"208";;;;;;;"7";"P";"83";;;;"S";"ro";"1500";"2400";;"B";"O";"43";"o";" 8";;;" 4";" 4";;;;;;;;;;;"9";"9";"9";"44";;;;;;;;;;;;;;;;"99";;;;"0";;;"W";;;;;;;;;;;;;;;;;;;;;;;"H";0
5187;"Quercus x rosacea";"Wintereik x Zomereik";"Bechstein";"Quercus x rosacea Bechstein";"QUERC*RO";" 24";" 3";" 6";" 8";"0";"0";"7";;;;;;;;;;"7";"P";"82";;;;"S";"ve";"1500";"3000";;"A";"O";;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5188;"Rheum rhabarbarum x rhaponticum";"Tuinrabarber";;"Rheum rhabarbarum x rhaponticum ";"RHEUMR*R";" 32";" 3";" 1";" 9";"0";"1";"8";;;;;;;;;;"6";"G";"65";;;;;"ro";" 100";" 200";;;"A";;"o";" 9";;;"5";" 6";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;" 6";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5189;"Sorbaria sorbifolia";"Lijsterbesspirea";"(L.) A.Br.";"Sorbaria sorbifolia (L.) A.Br.";"SORBASOR";" 50";"23";" 1";" 2";"0";"0";"7";;;"201";"251";;;;;;"7";"P";"73";;;;"S";"hs";"  50";" 150";" 200";"C";"A";"43";"o";;;;"6";" 8";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;"I";;;;;;;;;;;;;;;;;;;;;;;"H";0
5190;"Tragopogon dubius";"Bleke morgenster";"Scopoli";"Tragopogon dubius Scopoli";"TRAGODUB";"113";"52";" 5";" 2";"1";"1";"3";;;"103";"105";"210";"0";"2";;;"1+2";"H";"65";;;;;"lc";"  20";"  60";;"C";"F";"32";"o";" 8";;;"5";" 7";;"8";"7";"4";" 4";"8";"4";"0";"0";;"9";"9";"9";"15";;;;;"P67";;;;;;;;;;"1";"99";;;;"0";;;"I";;;"Z";"m";"0";"2";"3";"2";"4";"1";"A";".";"*";"*";"6";"X";"sa";;;;;;"H";0
5191;"Ulmus x hollandica";"Hollandse iep";"Miller";"Ulmus x hollandica Miller";"ULMUS*HO";" 25";" 1";" 3";" 8";"0";"1";"9";;;;;;;;;;"7";"P";"83";;;;"S";"lw";;"3500";;;;"32";"o";" 9";;;"3";" 4";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"24";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5192;"Vitis vinifera";"Wijnstok";"L.";"Vitis vinifera L.";"VITISVIN";" 67";" 2";" 1";" 2";"0";"1";"8";;;"104";"111";;;;;;"7";"PL";"31";;;;"S";"ha";;"1000";;"C";"V";"51";"m";" 4";;;"6";" 6";;"9";"8";"3";" 4";"7";"X";"0";"0";;"9";"9";"9";;;;;;;;;;;;;;;;;"11";;;;"0";;;"I";"W";;"Z";;;;;;;;;;;;;;"co";;;;;;"H";0
5193;"Potamogeton pusillus + Potamogeton berchtoldii";"Tenger + Klein fonteinkruid";;"Potamogeton pusillus + Potamogeton berchtoldii ";"POTAMP=B";"119";" 2";"10";" 3";"0";"0";;" 274";" 629";;;;;;;;;;"13";;;;;"ly";;;;;;;;;;;;;;;;;;;;;;;"1";"2";"3";;;;;;"W18";;;;;;;;;;"1";"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5194;"Tilia cordata + Tilia x vulgaris";"Winterlinde + Hollandse linde";;"Tilia cordata + Tilia x vulgaris ";"TILIAC=V";" 68";" 1";" 5";" 3";"0";"0";;;;;;;;;;;"7";"P";"81";;;;;"ro";;;;;;;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;"H43";"H47";"H48";;;;;;;;"2";"24";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5195;"Callitriche platycarpa + C. stagnalis + C. obtusangula";"Gewoon + Gevleugeld + Stomph. sterrekr.";;"Callitriche platycarpa + C. stagnalis + C. obtusangula ";"CALLIP==";"100";" 1";" 8";"10";"0";"0";;;;;;;;;;;;;"14";"64";;;;"ro";;;;;;;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;"W17";"W18";;;;;;;;;"1";"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5196;"Scirpus lacustris subsp. lacustris + subsp. flevensis";"Fransje + Mattenbies s.s.";;"Scirpus lacustris subsp. lacustris + subsp. flevensis ";"SCIRPL=F";"131";" 1";"14";" 3";"0";"0";;;;;;;;;;;;;"41";;;;;"ly";;;;;;;"o";" 1";;;;;;;;;;;;;;;"9";"9";"9";;;;;;"V18";"bV10";;;;;;;;;"2";"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5197;"Alopecurus aequalis + Alopecurus geniculatus";"Rosse + Geknikte vossestaart";;"Alopecurus aequalis + Alopecurus geniculatus ";"ALOPEA=G";"126";"44";" 4";" 3";"0";"0";;;;;;;;;;;;;"52";;;;;"ly";;;;;;;;;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5198;"Mentha aquatica + Mentha x verticillata";"Watermunt + Kransmunt";;"Mentha aquatica + Mentha x verticillata ";"MENTHA=V";"101";"19";" 2";" 3";"0";"0";;;;;;;;;;;;;"65";;;;;"ro";;;;;;;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;"G23";"G27";"G28";"bG20";"R27";"H27";"V17";;;;"2";"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5199;"Veronica anagallis-aquatica + Veronica catenata";"Blauwe + Rode waterereprijs";;"Veronica anagallis-aquatica + Veronica catenata ";"VERONA=C";"104";"13";"20";" 3";"0";"0";;;;;;;;;;;;;"65";;;;"W";"lc";;;;;;;"o";" 1";;;;;;;;;;;;;;;"1";"3";"0";;;;;;"P27";"P28";"W17d";"W18";;;;;;;"2";"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5200;"Agrostis stolonifera + Agrostis gigantea";"Fioringras + Hoog struisgras";;"Agrostis stolonifera + Agrostis gigantea ";"AGROSS=G";"126";"38";" 2";" 3";"0";"0";;"1468";"1555";;;;;;;;;;"52";;;;;"ly";;;;;;;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5201;"Rorippa microphylla + Rorippa nasturtium-aquaticum";"Slanke + Witte waterkers";;"Rorippa microphylla + Rorippa nasturtium-aquaticum ";"RORIPM=N";" 44";"11";" 3";" 3";"0";"0";;" 693";" 950";;;;;;;;;;"65";;;;;"vs";;;;;;;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5202;"Oenothera biennis + Oenothera erythrosepala";"Middelste + Grote teunisbloem";;"Oenothera biennis + Oenothera erythrosepala ";"OENOTB=E";" 78";" 2";" 5";" 3";"0";"0";;" 277";" 614";;;;;;;;;;"64";;;;;"lc";;;;;;;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5203;"Polypodium vulgare + Polypodium interjectum";"Eikvaren + Brede eikvaren";;"Polypodium vulgare + Polypodium interjectum ";"POLYDV=I";" 12";" 1";" 2";" 3";"0";"0";;" 941";" 687";;;;;;;;;;"63";;;;;"ve";;;;;;;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5204;"Thymus pulegioides + Thymus serpyllum";"Grote tijm + Wilde tijm";;"Thymus pulegioides + Thymus serpyllum ";"THYMUP=S";"101";"17";" 3";" 3";"0";"0";;" 453";" 335";;;;;;;;;;"71";"61";;;;"lw";;;;;;;"o";;;;;;;;;;;;;;;"4";"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5205;"Betula pendula + Betula pubescens";"Ruwe + Zachte berk";;"Betula pendula + Betula pubescens ";"BETULP=P";" 22";" 1";" 2";" 3";"0";"0";;;;;;;;;"1029";"1232";"7";"P";"81";;;;;"lw";;;;;;;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"24";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5206;"Tilia cordata + Tilia platyphyllos + Tilia  x vulgaris";"Zomer-, Winter + Hollandse linde";;"Tilia cordata + Tilia platyphyllos + Tilia  x vulgaris ";"TILIAC==";" 68";" 1";" 3";"10";"0";"0";;;;;;;;;" 111";" 166";"7";"P";"81";;;;;"ro";;;;;;;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"24";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5207;"Dryopteris carthusiana + Dryopteris dilatata";"Smalle + Brede stekelvaren";;"Dryopteris carthusiana + Dryopteris dilatata ";"DRYOPC=D";" 10";" 2";" 7";" 3";"0";"0";;" 942";"1199";;;;;;;;;;"63";;;;;"vs";;;;;;;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5208;"Bidens connata + Bidens tripartita";"Smal + Veerdelig tandzaad";;"Bidens connata + Bidens tripartita ";"BIDENC=T";"113";"13";" 5";" 3";"0";"0";;;;;;;;;;;;;"65";;;;;"hs";;;;;;;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5209;"Dryopteris x deweveri";"Smalle x Brede stekelvaren";"(J.Jansen) P.Jansen & Wachter";"Dryopteris x deweveri (J.Jansen) P.Jansen & Wachter";"DRYOP*DE";" 10";" 2";" 8";" 8";"0";"1";"1";;;"  1";;;;;;;"6";"H";"63";;;;"S";"vs";"  30";" 120";;"E";"O";;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5210;"Rumex patientia";"Spinaziezuring";"L.";"Rumex patientia L.";"RUMEXPAT";" 32";" 4";"11";" 2";"0";"1";"4";;;"100";"200";;;;;;"6";"HB";"65";;;;;"lc";" 100";" 150";;"C";"O";"32";"o";;;;"5";"10";;;;;;;;;;;"9";"9";"9";;;"0";"16Ab";;"P48";"bP40";"G48";;;;;;;;"2";" 6";;;;"0";;;;;;;;;;;;;;;;;;;;"mo";;;;;;"H";0
5211;"Polycnemum majus";"Knarkruid";"A.Brown";"Polycnemum majus A.Brown";"POLYEMAJ";" 33";"12";" 2";" 2";"0";"1";"2";;;"110";"208";"203";;;;;"1";"T";"65";;;;"S";"pr";"   5";"  30";;"C";"O";"32";"o";;;;" 7";"10";;;;;;;;;;;"9";"9";"9";"11";;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5212;"Berberis thunbergii";"Japanse berberis";"DC.";"Berberis thunbergii DC.";"BERBETHU";" 41";" 2";" 2";" 2";"0";"1";"79";;;"251";;;;;;;"7";"P";"73";;;;"S";"ro";" 100";" 400";;"C";"F";"51";"r";" 4";;;"5";" 6";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5213;"Magnolia x soulangeana";"Gewone magnolia";"Soul.";"Magnolia x soulangeana Soul.";"MAGNO*SO";" 42";" 1";" 1";" 8";"0";"1";"7";;;"102";;;;;;;"7";"P";"73";;;;"S";"ro";" 600";" 800";;"C";"R+A";;"o";;;;" 3";" 4";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5214;"Spiraea tomentosa";"Viltige spirea";"L.";"Spiraea tomentosa L.";"SPIRATOM";" 50";" 1";" 4";" 2";"0";"1";"7";;;"301";;;;;;;"7";"P";"73";;;;"S";"ro";" 100";" 150";;"C";"R";"43";"o";;;;"6";" 7";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5215;"Geum x intermedium";"Geel x Knikkend nagelkruid";"Ehrhart";"Geum x intermedium Ehrhart";"GEUM *IN";" 50";" 8";" 3";" 8";"0";"1";"1";;;"  1";;;;;;;"6";"H";"65";;;;;"hs";;;;"C";"F";;"o";;;;" 5";" 7";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5216;"Crataegus laevigata x rosiformis";"Tweestijlige x Koraalmeidoorn";;"Crataegus laevigata x rosiformis ";"CRATAL*R";" 50";"20";" 2";" 9";"0";"1";"1";;;"  1";;;;;;;"7";"P";"73";;;;"S";"ha";;" 450";;"C";"A";;;;;;"5";" 5";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5217;"Crataegus monogyna x rosiformis";"Eenstijlige x Koraalmeidoorn";;"Crataegus monogyna x rosiformis ";"CRATAM*R";" 50";"20";" 4";" 9";"0";"1";"19";;;"  1";;;;;;;"7";"P";"73";;;;"S";"ha";;" 450";;"C";"A";;;;;;"5";" 6";;;;;;;;;;;"9";"9";"9";"84";;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5218;"Limnanthus douglasii";"Geelwitte moerasbloem";"R.Br.";"Limnanthus douglasii R.Br.";"LIMNADOU";" 54";" 1";" 1";" 2";"0";"1";"78";;;"307";;;;;;;"1";"T";"65";;;;"S";"ve";"  10";"  50";;"C";"C";"33";"o";;;;" 5";" 9";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5219;"Limnanthus alba";"Donzige moerasbloem";"Bentham";"Limnanthus alba Bentham";"LIMNAALB";" 54";" 1";" 2";" 2";"0";"1";"8";;;"350";;;;;;;"1";"T";"65";;;;"S";"ve";"  10";"  40";;"C";"A";"33";"o";;;;" 5";" 9";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5220;"Pachysandra terminalis";"Pachysandra";"Siebold & Zuccarini";"Pachysandra terminalis Siebold & Zuccarini";"PACHYTER";" 65";" 2";" 1";" 2";"0";"1";"7";;;"250";"250";;;;;;"7";"Z";"73";;;;;"ro";;"  50";;"A";"A";"43";"o";;;;" 4";" 4";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5221;"Viola arvensis x tricolor";"Akker- x Driekleurig viooltje";;"Viola arvensis x tricolor ";"VIOLAA*T";" 73";" 1";" 2";" 9";"0";"1";"1";;;"  1";;;;;;;"1";"T";"65";;;;"S";"ve";"   5";"  40";;"C";;"43";"o";;;;;;;;;;;;;;;;"9";"9";"9";"13";;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5222;"Forsythia viridissima";"Recht chinees klokje";"Lindley";"Forsythia viridissima Lindley";"FORSYVIR";" 89";" 3";" 1";" 2";"0";"1";"7";;;"250";;;;;;;"7";"P";"73";;;;"S";"lw";" 100";" 300";;"C";"F";"43";"o";;;;" 3";" 4";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5223;"Forsythia suspensa";"Hangend chinees klokje";"(Thunberg) Vahl";"Forsythia suspensa (Thunberg) Vahl";"FORSYSUS";" 89";" 3";" 2";" 2";"0";"1";"7";;;"250";"251";;;;;;"7";"P";"73";;;;"S";"ro";" 100";" 300";;"C";"F";"43";"o";;;;" 3";" 4";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5224;"Forsythia x intermedia";"Recht x Hangend chinees klokje";"Zabel";"Forsythia x intermedia Zabel";"FORSY*IN";" 89";" 3";" 3";" 8";"0";"1";"7";;;"250";;;;;;;"7";"P";"73";;;;"S";"lw";" 100";" 300";;"C";"F";;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5225;"Jasminum nudiflorum";"Winterjasmijn";"Lindley";"Jasminum nudiflorum Lindley";"JASMINUD";" 89";" 5";" 1";" 2";"0";"1";"7";;;"250";;;;;;;"7";"P";"73";;;;"S";"ro";"  60";" 500";;"C";"F";"51";"n";" 4";;;"10";" 2";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5226;"Anchusa x baumgartenii";"Gewone x Geelwitte ossetong";"Nyman";"Anchusa x baumgartenii Nyman";"ANCHU*BA";" 98";" 6";" 4";" 8";"0";"1";"1";;;"  1";;;;;;;"6";"H";"65";;;;"S";"lc";;;;"C";;;"o";;;;;;;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
5227;"Nicotiana tabacum";"Tabak";"L.";"Nicotiana tabacum L.";"NICOTTAB";"102";" 8";" 1";" 2";"0";"1";"8";;;"305";;;;;;;"1";"T";"65";;;;"S";"lc";"  90";" 150";;"C";"R";"43";"o";;;;" 7";" 9";;;;;;;;;;;"9";"9";"9";;;;;;;;;;;;;;;;;"15";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
