"scientname_hill";"scientname_belgium";"status";"BRC";"LO";"LOopm";"L";"Lopm";"FO";"FOopm";"F";"Fopm";"RO";"ROopm";"R";"Ropm";"NO";"NOopm";"N";"Nopm";"SO";"SOopm";"S";"Sopm";"LOtext";"Ltext";"Ltexts";"FOtext";"Ftext";"Ftexts";"ROtext";"Rtext";"Rtexts";"NOtext";"Ntext";"Ntexts";"SOtext";"Stext";"Stexts";"Id_Hill"
"Malva sylvestris";"Malva sylvestris L.";;"1236";8,00;;8,00;;4,00;;4,00;;7,00;;8,00;;8,00;;7,00;;0,00;;0,00;;"8";8,00;;"4";4,00;;"7";8,00;;"8";7,00;;"0";0,00;;997
"Marrubium vulgare";"Marrubium vulgare L.";;"1238";9,00;;9,00;"+";4,00;;5,00;;8,00;;7,00;;8,00;;8,00;"+";0,00;;0,00;;"9";9,00;"+";"4";5,00;;"8";7,00;;"8";8,00;"+";"0";0,00;;998
"Matricaria discoidea";"Matricaria discoidea DC.";1,00;"1242";8,00;;7,00;;5,00;;5,00;;7,00;;7,00;;8,00;;7,00;;0,00;;0,00;;"8";7,00;;"5";5,00;;"7";7,00;;"8";7,00;;"0";0,00;;999
"Matricaria recutita";"Matricaria recutita L.";;"1239";7,00;;7,00;;5,00;;5,00;;5,00;;7,00;"!";5,00;;7,00;"!";0,00;;0,00;;"7";7,00;;"5";5,00;;"5";7,00;"7";"5";7,00;"7";"0";0,00;;1000
"Matthiola incana";"Matthiola incana (L.) R. Brown";2,00;"1244";;"–";9,00;"+";;"–";3,00;"+";;"–";8,00;"+";;"–";2,00;"+";;"–";3,00;"+";"–";9,00;"+";"–";3,00;"+";"–";8,00;"+";"–";2,00;"+";"–";3,00;"+";1001
"Matthiola sinuata";;;"1245";;"–";9,00;"+";;"–";3,00;"+";;"–";7,00;"+";;"–";2,00;"+";;"–";1,00;"+";"–";9,00;"+";"–";3,00;"+";"–";7,00;"+";"–";2,00;"+";"–";1,00;"+";1002
"Meconopsis cambrica";"Meconopsis cambrica (L.) Vig.";;"1246";;"–";4,00;;;"–";5,00;;;"–";7,00;;;"–";5,00;"+";;"–";0,00;;"–";4,00;;"–";5,00;;"–";7,00;;"–";5,00;"+";"–";0,00;;1003
"Medicago arabica";"Medicago arabica (L.) Huds.";;"1247";8,00;;7,00;;4,00;;5,00;;8,00;;6,00;"!";5,00;;5,00;;0,00;;0,00;;"8";7,00;;"4";5,00;;"8";6,00;"7";"5";5,00;;"0";0,00;;1004
"Medicago lupulina";"Medicago lupulina L.";;"1250";7,00;;7,00;;4,00;;4,00;;8,00;;8,00;;;"•";4,00;;0,00;;0,00;;"7";7,00;;"4";4,00;;"8";8,00;;"•";4,00;;"0";0,00;;1005
"Medicago minima";"Medicago minima (L.) L.";;"1251";9,00;;9,00;"°";3,00;;3,00;"°";8,00;;7,00;"+";2,00;;2,00;"°";0,00;;0,00;"°";"9";9,00;"3";"3";3,00;"3";"8";7,00;"+";"2";2,00;"3";"0";0,00;"3";1006
"Medicago polymorpha";"Medicago polymorpha L.";;"1249";9,00;;9,00;"+";3,00;;4,00;;7,00;;5,00;"!";5,00;;5,00;;0,00;;0,00;;"9";9,00;"+";"3";4,00;;"7";5,00;"7";"5";5,00;;"0";0,00;;1007
"Medicago sativa";"Medicago sativa L.";;"1252";8,00;;7,00;;4,00;;4,00;;7,00;;6,00;;;"•";5,00;;0,00;;0,00;;"8";7,00;;"4";4,00;;"7";6,00;;"•";5,00;;"0";0,00;;1008
"Melampyrum arvense";"Melampyrum arvense L.";;"1254";7,00;;7,00;"°";4,00;;4,00;"°";8,00;;8,00;"°";3,00;;3,00;"°";0,00;;0,00;"°";"7";7,00;"3";"4";4,00;"3";"8";8,00;"3";"3";3,00;"3";"0";0,00;"3";1009
"Melampyrum cristatum";"Melampyrum cristatum L.";;"1255";7,00;;6,00;"+";3,00;;3,00;"°";8,00;;8,00;"°";2,00;;2,00;"°";0,00;;0,00;"°";"7";6,00;"+";"3";3,00;"3";"8";8,00;"3";"2";2,00;"3";"0";0,00;"3";1010
"Melampyrum pratense";"Melampyrum pratense L.";;"1256";;"•";5,00;;;"•";5,00;;3,00;;2,00;;2,00;;3,00;;0,00;;0,00;;"•";5,00;;"•";5,00;;"3";2,00;;"2";3,00;;"0";0,00;;1011
"Melampyrum sylvaticum";;;"1257";4,00;;4,00;"°";5,00;;5,00;"°";2,00;;2,00;"°";2,00;;2,00;"°";0,00;;0,00;"°";"4";4,00;"3";"5";5,00;"3";"2";2,00;"3";"2";2,00;"3";"0";0,00;"3";1012
"Melica nutans";"Melica nutans L.";;"1262";4,00;;4,00;;4,00;;5,00;;;"•";7,00;;3,00;;3,00;"+";0,00;;0,00;;"4";4,00;;"4";5,00;;"•";7,00;;"3";3,00;"+";"0";0,00;;1013
"Melica uniflora";"Melica uniflora Retz.";;"1263";3,00;;4,00;;5,00;;5,00;;6,00;;7,00;;6,00;;5,00;;0,00;;0,00;;"3";4,00;;"5";5,00;;"6";7,00;;"6";5,00;;"0";0,00;;1014
"Melilotus albus";"Melilotus albus Med.";1,00;"1264";9,00;;9,00;"°";3,00;;3,00;"°";7,00;;7,00;"°";4,00;;4,00;"°";;"•";0,00;;"9";9,00;"3";"3";3,00;"3";"7";7,00;"3";"4";4,00;"3";"•";0,00;;1015
"Melilotus altissimus";"Melilotus altissimus Thuill.";1,00;"1265";8,00;;8,00;;7,00;;6,00;;7,00;;7,00;;7,00;;7,00;;2,00;;0,00;"+";"8";8,00;;"7";6,00;;"7";7,00;;"7";7,00;;"2";0,00;"+";1016
"Melilotus officinalis";"Melilotus officinalis Lam.";1,00;"1267";8,00;;8,00;"°";3,00;;5,00;"+";8,00;;7,00;"+";3,00;;5,00;"+";;"•";0,00;;"8";8,00;"3";"3";5,00;"+";"8";7,00;"+";"3";5,00;"+";"•";0,00;;1017
"Melittis melissophyllum";"Melittis melissophyllum L.";;"1269";5,00;;5,00;"+";4,00;;4,00;;6,00;;7,00;;3,00;;5,00;"!";0,00;;0,00;;"5";5,00;"+";"4";4,00;;"6";7,00;;"3";5,00;"7";"0";0,00;;1018
"Mentha aquatica";"Mentha aquatica L.";;"1272";7,00;;7,00;;9,00;;8,00;;7,00;;7,00;;5,00;;5,00;;0,00;;0,00;;"7";7,00;;"9";8,00;;"7";7,00;;"5";5,00;;"0";0,00;;1019
"Mentha arvensis";"Mentha arvensis L.";;"1273";7,00;;6,00;;7,00;;7,00;"+";;"•";7,00;;;"•";6,00;;0,00;;0,00;;"7";6,00;;"7";7,00;"+";"•";7,00;;"•";6,00;;"0";0,00;;1020
"Mentha pulegium";"Mentha pulegium L.";;"1280";8,00;;8,00;"°";7,00;;7,00;"°";7,00;;5,00;"+";7,00;;7,00;"°";1,00;;0,00;"+";"8";8,00;"3";"7";7,00;"3";"7";5,00;"+";"7";7,00;"3";"1";0,00;"+";1021
"Mentha spicata";"Mentha spicata L.";1,00;"1285";7,00;;7,00;;8,00;;8,00;;9,00;;7,00;"+";7,00;;7,00;"+";0,00;;0,00;;"7";7,00;;"8";8,00;;"9";7,00;"+";"7";7,00;"+";"0";0,00;;1022
"Mentha suaveolens";"Mentha suaveolens Ehrh.";;"1282";8,00;;7,00;;8,00;;8,00;"+";6,00;;6,00;;5,00;;6,00;;1,00;;0,00;;"8";7,00;;"8";8,00;"+";"6";6,00;;"5";6,00;;"1";0,00;;1023
"Menyanthes trifoliata";"Menyanthes trifoliata L.";;"1289";8,00;;8,00;;9,00;;10,00;"*";;"•";4,00;;3,00;;3,00;;0,00;;0,00;;"8";8,00;;"9";1,00;"0";"•";4,00;;"3";3,00;;"0";0,00;;1024
"Mercurialis annua";"Mercurialis annua L.";;"1290";7,00;;7,00;;4,00;;5,00;;7,00;;7,00;;8,00;;7,00;"+";0,00;;0,00;;"7";7,00;;"4";5,00;;"7";7,00;;"8";7,00;"+";"0";0,00;;1025
"Mercurialis perennis";"Mercurialis perennis L.";;"1291";2,00;;3,00;"+";;"•";6,00;;8,00;;7,00;;7,00;;7,00;;0,00;;0,00;;"2";3,00;"+";"•";6,00;;"8";7,00;;"7";7,00;;"0";0,00;;1026
"Mertensia maritima";;;"1292";;"–";8,00;;;"–";5,00;"+";;"–";7,00;;;"–";7,00;;;"–";3,00;"+";"–";8,00;;"–";5,00;"+";"–";7,00;;"–";7,00;;"–";3,00;"+";1027
"Meum athamanticum";"Meum athamanticum Jacq.";;"1294";8,00;;8,00;"°";5,00;;5,00;"°";3,00;;4,00;"+";3,00;;3,00;"°";0,00;;0,00;"°";"8";8,00;"3";"5";5,00;"3";"3";4,00;"+";"3";3,00;"3";"0";0,00;"3";1028
"Mibora minima";"Mibora minima (L.) Desv.";;"1295";8,00;;9,00;"+";3,00;;3,00;"°";4,00;;7,00;"+";3,00;;1,00;"+";0,00;;0,00;"°";"8";9,00;"+";"3";3,00;"3";"4";7,00;"+";"3";1,00;"+";"0";0,00;"3";1029
"Milium effusum";"Milium effusum L.";;"1296";4,00;;4,00;;5,00;;5,00;;5,00;;6,00;;5,00;;5,00;;0,00;;0,00;;"4";4,00;;"5";5,00;;"5";6,00;;"5";5,00;;"0";0,00;;1030
"Milium vernale";"Milium vernale Bieb. subsp. scabrum (L.C.M. Rich.) K. Richt.";5,00;"1297";;"–";9,00;"+";;"–";3,00;"+";;"–";6,00;"+";;"–";2,00;"+";;"–";0,00;;"–";9,00;"+";"–";3,00;"+";"–";6,00;"+";"–";2,00;"+";"–";0,00;;1031
"Mimulus guttatus";"Mimulus guttatus DC.";1,00;"4328";7,00;;7,00;;9,00;;9,00;"+";;"•";6,00;;6,00;;6,00;;0,00;;0,00;;"7";7,00;;"9";9,00;"+";"•";6,00;;"6";6,00;;"0";0,00;;1032
"Mimulus luteus";"Mimulus luteus L.";1,00;"1299";;"–";7,00;;;"–";9,00;"+";;"–";5,00;;;"–";5,00;;;"–";0,00;;"–";7,00;;"–";9,00;"+";"–";5,00;;"–";5,00;;"–";0,00;;1033
"Mimulus moschatus";"Mimulus moschatus Dougl. ex Lindl.";1,00;"1300";;"–";7,00;"+";;"–";8,00;"+";;"–";5,00;"+";;"–";5,00;"+";;"–";0,00;;"–";7,00;"+";"–";8,00;"+";"–";5,00;"+";"–";5,00;"+";"–";0,00;;1034
"Mimulus x robertsii";;1,00;"4331";;"–";7,00;;;"–";8,00;;;"–";7,00;;;"–";5,00;;;"–";0,00;;"–";7,00;;"–";8,00;;"–";7,00;;"–";5,00;;"–";0,00;;1035
"Minuartia hybrida";"Minuartia hybrida (Vill.) Schischkin";;"1303";9,00;;9,00;"°";3,00;;3,00;"°";8,00;;8,00;"°";3,00;;3,00;"°";0,00;;0,00;"°";"9";9,00;"3";"3";3,00;"3";"8";8,00;"3";"3";3,00;"3";"0";0,00;"3";1036
"Minuartia recurva";;4,00;"2270";8,00;;8,00;"°";4,00;;4,00;"°";3,00;;3,00;"°";1,00;;1,00;"°";0,00;;0,00;"°";"8";8,00;"3";"4";4,00;"3";"3";3,00;"3";"1";1,00;"3";"0";0,00;"3";1037
"Minuartia rubella";;;"1301";;"–";8,00;"+";;"–";4,00;"+";;"–";7,00;"+";;"–";1,00;"+";;"–";0,00;;"–";8,00;"+";"–";4,00;"+";"–";7,00;"+";"–";1,00;"+";"–";0,00;;1038
"Minuartia sedoides";;;"501";9,00;;8,00;;4,00;;5,00;;4,00;;4,00;;1,00;;2,00;;0,00;;0,00;;"9";8,00;;"4";5,00;;"4";4,00;;"1";2,00;;"0";0,00;;1039
"Minuartia stricta";;;"1302";9,00;;9,00;;9,00;;9,00;;2,00;;8,00;"*";1,00;;2,00;;0,00;;0,00;;"9";9,00;;"9";9,00;;"2";8,00;"Q";"1";2,00;;"0";0,00;;1040
"Minuartia verna";"Minuartia verna (L.) Hiern var. hercynica (Willk.) Friedrich";;"1304";9,00;;8,00;;3,00;;4,00;"+";;"•";7,00;;1,00;;1,00;;0,00;;0,00;;"9";8,00;;"3";4,00;"+";"•";7,00;;"1";1,00;;"0";0,00;;1041
"Misopates orontium";"Misopates orontium (L.) Rafin.";;"128";7,00;;7,00;;5,00;;5,00;;5,00;;6,00;;5,00;;6,00;;0,00;;0,00;;"7";7,00;;"5";5,00;;"5";6,00;;"5";6,00;;"0";0,00;;1042
"Moehringia trinervia";"Moehringia trinervia (L.) Clairv.";;"1305";4,00;;4,00;;5,00;;5,00;;6,00;;7,00;;7,00;;6,00;;0,00;;0,00;;"4";4,00;;"5";5,00;;"6";7,00;;"7";6,00;;"0";0,00;;1043
"Moenchia erecta";"Moenchia erecta (L.) Gaertn., B. Mey. et Scherb.";;"1306";9,00;;9,00;"°";2,00;;4,00;"+";4,00;;4,00;"°";1,00;;3,00;"+";0,00;;0,00;"°";"9";9,00;"3";"2";4,00;"+";"4";4,00;"3";"1";3,00;"+";"0";0,00;"3";1044
"Molinia caerulea";"Molinia caerulea (L.) Moench";;"1307";7,00;;7,00;"+";7,00;;8,00;;;"•";3,00;;2,00;;2,00;;0,00;;0,00;;"7";7,00;"+";"7";8,00;;"•";3,00;;"2";2,00;;"0";0,00;;1045
"Moneses uniflora";"Moneses uniflora (L.) A. Gray";;"1308";4,00;;4,00;"+";5,00;;5,00;"+";4,00;;4,00;"+";2,00;;1,00;;0,00;;0,00;;"4";4,00;"+";"5";5,00;"+";"4";4,00;"+";"2";1,00;;"0";0,00;;1046
"Monotropa hypopitys";"Monotropa hypopitys L.";;"1310";4,00;;4,00;"°";5,00;;5,00;"°";3,00;;6,00;"+";2,00;;2,00;"°";0,00;;0,00;"°";"4";4,00;"3";"5";5,00;"3";"3";6,00;"+";"2";2,00;"3";"0";0,00;"3";1047
"Montia fontana";"Montia fontana L.";;"1312";8,00;;7,00;;9,00;;8,00;;5,00;;5,00;;4,00;;3,00;;0,00;;0,00;;"8";7,00;;"9";8,00;;"5";5,00;;"4";3,00;;"0";0,00;;1048
"Muscari neglectum";"Muscari neglectum Guss. ex Ten.";2,00;"1313";7,00;;7,00;"°";3,00;;3,00;"°";7,00;;7,00;"°";5,00;;5,00;"°";0,00;;0,00;"°";"7";7,00;"3";"3";3,00;"3";"7";7,00;"3";"5";5,00;"3";"0";0,00;"3";1049
"Mycelis muralis";"Mycelis muralis (L.) Dum.";;"1315";4,00;;4,00;;5,00;;5,00;;;"•";7,00;;6,00;;5,00;;0,00;;0,00;;"4";4,00;;"5";5,00;;"•";7,00;;"6";5,00;;"0";0,00;;1050
"Myosotis alpestris";;;"1316";8,00;;8,00;;5,00;;4,00;;9,00;;8,00;"+";4,00;;2,00;"+";0,00;;0,00;;"8";8,00;;"5";4,00;;"9";8,00;"+";"4";2,00;"+";"0";0,00;;1051
"Myosotis arvensis";"Myosotis arvensis (L.) Hill";;"1317";6,00;;7,00;;5,00;;5,00;;;"•";6,00;;6,00;;6,00;;0,00;;0,00;;"6";7,00;;"5";5,00;;"•";6,00;;"6";6,00;;"0";0,00;;1052
"Myosotis discolor";"Myosotis discolor Pers.";;"1321";8,00;;7,00;;4,00;;5,00;;4,00;;5,00;;2,00;;3,00;"+";0,00;;0,00;;"8";7,00;;"4";5,00;;"4";5,00;;"2";3,00;"+";"0";0,00;;1053
"Myosotis laxa";"Myosotis cespitosa C.F. Schultz";;"1319";7,00;;7,00;;9,00;;9,00;;4,00;;6,00;"!";7,00;;5,00;"!";0,00;;0,00;;"7";7,00;;"9";9,00;;"4";6,00;"7";"7";5,00;"7";"0";0,00;;1054
"Myosotis ramosissima";"Myosotis ramosissima Rochel ex Schult.";;"1320";9,00;;8,00;;2,00;;3,00;;7,00;;6,00;;1,00;;3,00;"!";0,00;;0,00;;"9";8,00;;"2";3,00;;"7";6,00;;"1";3,00;"7";"0";0,00;;1055
"Myosotis scorpioides";"Myosotis scorpioides L.";;"1322";7,00;;7,00;;8,00;;9,00;;;"•";6,00;;5,00;;6,00;;0,00;;0,00;;"7";7,00;;"8";9,00;;"•";6,00;;"5";6,00;;"0";0,00;;1056
"Myosotis secunda";"Myosotis secunda A. Murray";;"1323";;"–";6,00;;;"–";9,00;;;"–";5,00;;;"–";4,00;;;"–";0,00;;"–";6,00;;"–";9,00;;"–";5,00;;"–";4,00;;"–";0,00;;1057
"Myosotis sicula";"Myosotis sicula Guss.";5,00;"1324";;"–";8,00;"+";;"–";7,00;"+";;"–";6,00;"+";;"–";3,00;"+";;"–";0,00;;"–";8,00;"+";"–";7,00;"+";"–";6,00;"+";"–";3,00;"+";"–";0,00;;1058
"Myosotis stolonifera";;;"1318";;"–";8,00;;;"–";9,00;;;"–";5,00;;;"–";4,00;;;"–";0,00;;"–";8,00;;"–";9,00;;"–";5,00;;"–";4,00;;"–";0,00;;1059
"Myosotis sylvatica";"Myosotis sylvatica Ehrh. ex Hoffmann";;"1325";6,00;;6,00;"+";5,00;;5,00;;;"•";7,00;;7,00;;5,00;"!";0,00;;0,00;;"6";6,00;"+";"5";5,00;;"•";7,00;;"7";5,00;"7";"0";0,00;;1060
"Myosoton aquaticum";"Myosoton aquaticum (L.) Moench";;"1326";7,00;;7,00;;8,00;;8,00;;7,00;;7,00;;8,00;;8,00;;0,00;;0,00;;"7";7,00;;"8";8,00;;"7";7,00;;"8";8,00;;"0";0,00;;1061
"Myosurus minimus";"Myosurus minimus L.";;"1327";8,00;;8,00;"°";7,00;;7,00;"°";6,00;;6,00;"°";5,00;;5,00;"°";0,00;;0,00;"°";"8";8,00;"3";"7";7,00;"3";"6";6,00;"3";"5";5,00;"3";"0";0,00;"3";1062
"Myrica gale";"Myrica gale L.";;"1328";8,00;;8,00;;9,00;;9,00;;3,00;;3,00;;3,00;;2,00;;0,00;;0,00;;"8";8,00;;"9";9,00;;"3";3,00;;"3";2,00;;"0";0,00;;1063
"Myriophyllum alterniflorum";"Myriophyllum alterniflorum DC.";;"1330";7,00;;7,00;;12,00;;12,00;"+";6,00;;5,00;;3,00;;3,00;;0,00;;0,00;;"7";7,00;;"12";1,00;"+";"6";5,00;;"3";3,00;;"0";0,00;;1064
"Myriophyllum aquaticum";"Myriophyllum aquaticum (Velloso) Verdc.";1,00;"4433";;"–";7,00;;;"–";10,00;"*";;"–";5,00;;;"–";3,00;;;"–";0,00;;"–";7,00;;"–";1,00;"2";"–";5,00;;"–";3,00;;"–";0,00;;1065
"Myriophyllum spicatum";"Myriophyllum spicatum L.";;"1331";5,00;;7,00;"!";12,00;;12,00;"+";9,00;;7,00;"!";7,00;;7,00;;;"•";0,00;"+";"5";7,00;"7";"12";1,00;"+";"9";7,00;"7";"7";7,00;;"•";0,00;"+";1066
"Myriophyllum verticillatum";"Myriophyllum verticillatum L.";;"1332";5,00;;7,00;"!";12,00;;12,00;"+";7,00;;7,00;;8,00;;7,00;;0,00;;0,00;;"5";7,00;"7";"12";1,00;"+";"7";7,00;;"8";7,00;;"0";0,00;;1067
"Myrrhis odorata";"Myrrhis odorata (L.) Scop.";1,00;"1333";7,00;;7,00;;5,00;;6,00;;7,00;;7,00;;7,00;;7,00;;0,00;;0,00;;"7";7,00;;"5";6,00;;"7";7,00;;"7";7,00;;"0";0,00;;1068
"Najas flexilis";;;"1334";5,00;;6,00;"+";12,00;;12,00;"*";8,00;;7,00;"+";5,00;;4,00;;0,00;;1,00;;"5";6,00;"+";"12";1,00;"2";"8";7,00;"+";"5";4,00;;"0";1,00;;1069
"Najas marina";"Najas marina L.";;"1336";5,00;;5,00;"°";12,00;;12,00;"°";9,00;;9,00;"°";6,00;;6,00;"°";1,00;;0,00;"+";"5";5,00;"3";"12";1,00;"3";"9";9,00;"3";"6";6,00;"3";"1";0,00;"+";1070
"Narcissus pseudonarcissus";"Narcissus pseudonarcissus L.";;"1343";8,00;;7,00;"+";6,00;;5,00;;4,00;;6,00;"!";4,00;;5,00;;0,00;;0,00;;"8";7,00;"+";"6";5,00;;"4";6,00;"7";"4";5,00;;"0";0,00;;1071
"Nardus stricta";"Nardus stricta L.";;"1344";8,00;;7,00;;;"•";7,00;;2,00;;3,00;;2,00;;2,00;;0,00;;0,00;;"8";7,00;;"•";7,00;;"2";3,00;;"2";2,00;;"0";0,00;;1072
"Narthecium ossifragum";"Narthecium ossifragum (L.) Huds.";;"1345";8,00;;8,00;;9,00;;9,00;;2,00;;2,00;;1,00;;1,00;;0,00;;0,00;;"8";8,00;;"9";9,00;;"2";2,00;;"1";1,00;;"0";0,00;;1073
"Neotinea maculata";;;"1351";;"–";8,00;"+";;"–";4,00;"+";;"–";8,00;"+";;"–";2,00;"+";;"–";0,00;;"–";8,00;"+";"–";4,00;"+";"–";8,00;"+";"–";2,00;"+";"–";0,00;;1074
"Neottia nidus-avis";"Neottia nidus-avis (L.) L.C.M. Rich.";;"1352";2,00;;2,00;"+";5,00;;4,00;;7,00;;7,00;;5,00;;5,00;;0,00;;0,00;;"2";2,00;"+";"5";4,00;;"7";7,00;;"5";5,00;;"0";0,00;;1075
"Nepeta cataria";"Nepeta cataria L.";;"1353";8,00;;7,00;;4,00;;4,00;;7,00;;7,00;;7,00;;6,00;;0,00;;0,00;;"8";7,00;;"4";4,00;;"7";7,00;;"7";6,00;;"0";0,00;;1076
"Nuphar lutea";"Nuphar lutea (L.) Smith";;"1356";8,00;;7,00;;11,00;;11,00;"*";7,00;;7,00;;6,00;;6,00;;0,00;;1,00;;"8";7,00;;"11";1,00;"1";"7";7,00;;"6";6,00;;"0";1,00;;1077
"Nuphar pumila";"Nuphar pumila (Timm) DC.";;"1357";8,00;;7,00;;11,00;;11,00;"+";4,00;;6,00;"!";2,00;;4,00;"!";0,00;;0,00;;"8";7,00;;"11";1,00;"+";"4";6,00;"7";"2";4,00;"7";"0";0,00;;1078
"Nymphaea alba";"Nymphaea alba L.";;"1358";8,00;;7,00;;11,00;;11,00;"*";7,00;;6,00;;5,00;;4,00;;0,00;;0,00;;"8";7,00;;"11";1,00;"1";"7";6,00;;"5";4,00;;"0";0,00;;1079
"Nymphoides peltata";"Nymphoides peltata (S.G. Gmel.) O. Kuntze";;"1360";8,00;;8,00;"+";11,00;;11,00;"+";8,00;;7,00;;7,00;;6,00;;0,00;;0,00;"+";"8";8,00;"+";"11";1,00;"+";"8";7,00;;"7";6,00;;"0";0,00;"+";1080
"Odontites vernus";"Odontites vernus (Bellardi) Dum.";;"1361";6,00;;7,00;;5,00;;5,00;;6,00;;6,00;;5,00;;5,00;;0,00;;0,00;;"6";7,00;;"5";5,00;;"6";6,00;;"5";5,00;;"0";0,00;;1081
"Oenanthe aquatica";"Oenanthe aquatica (L.) Poiret";;"1362";7,00;;7,00;;10,00;;10,00;"+";7,00;;7,00;;6,00;;6,00;;0,00;;0,00;"+";"7";7,00;;"10";1,00;"+";"7";7,00;;"6";6,00;;"0";0,00;"+";1082
"Oenanthe crocata";"Oenanthe crocata L.";;"1363";;"–";7,00;;;"–";8,00;;;"–";6,00;"+";;"–";7,00;;;"–";1,00;;"–";7,00;;"–";8,00;;"–";6,00;"+";"–";7,00;;"–";1,00;;1083
"Oenanthe fistulosa";"Oenanthe fistulosa L.";;"1364";7,00;;7,00;;9,00;;9,00;;8,00;;7,00;;5,00;;6,00;;0,00;;0,00;;"7";7,00;;"9";9,00;;"8";7,00;;"5";6,00;;"0";0,00;;1084
"Oenanthe fluviatilis";"Oenanthe fluviatilis (Bab.) Colem.";;"1365";8,00;;8,00;"°";11,00;;11,00;"°";8,00;;8,00;"°";7,00;;6,00;"+";0,00;;0,00;"°";"8";8,00;"3";"11";1,00;"3";"8";8,00;"3";"7";6,00;"+";"0";0,00;"3";1085
"Oenanthe lachenalii";"Oenanthe lachenalii C.C. Gmel.";;"1366";8,00;;8,00;;8,00;;8,00;;8,00;;8,00;;7,00;;5,00;"!";3,00;;3,00;;"8";8,00;;"8";8,00;;"8";8,00;;"7";5,00;"7";"3";3,00;;1086
"Oenanthe pimpinelloides";"Oenanthe pimpinelloides L.";;"1367";;"–";7,00;"+";;"–";7,00;"+";;"–";6,00;"+";;"–";3,00;"+";;"–";0,00;;"–";7,00;"+";"–";7,00;"+";"–";6,00;"+";"–";3,00;"+";"–";0,00;;1087
"Oenanthe silaifolia";"Oenanthe silaifolia Bieb.";;"1368";8,00;;8,00;"°";8,00;;9,00;"+";7,00;;7,00;"°";5,00;;5,00;"°";2,00;;0,00;"+";"8";8,00;"3";"8";9,00;"+";"7";7,00;"3";"5";5,00;"3";"2";0,00;"+";1088
"Oenothera biennis";"Oenothera biennis L.";1,00;"1370";9,00;;9,00;"°";4,00;;4,00;"°";;"•";6,00;"+";4,00;;4,00;"°";0,00;;0,00;"°";"9";9,00;"3";"4";4,00;"3";"•";6,00;"+";"4";4,00;"3";"0";0,00;"3";1089
"Oenothera cambrica";;1,00;"2368";;"–";9,00;;;"–";4,00;;;"–";6,00;;;"–";3,00;;;"–";0,00;;"–";9,00;;"–";4,00;;"–";6,00;;"–";3,00;;"–";0,00;;1090
"Oenothera glazioviana";"Oenothera glazioviana Micheli";1,00;"1371";;"–";9,00;;;"–";4,00;;;"–";6,00;;;"–";5,00;;;"–";0,00;;"–";9,00;;"–";4,00;;"–";6,00;;"–";5,00;;"–";0,00;;1091
"Oenothera x fallax";"Oenothera x fallax Renner";2,00;"2369";;"–";8,00;"+";;"–";3,00;"+";;"–";6,00;"+";;"–";5,00;"+";;"–";0,00;;"–";8,00;"+";"–";3,00;"+";"–";6,00;"+";"–";5,00;"+";"–";0,00;;1092
"Onobrychis viciifolia";"Onobrychis viciifolia Scop.";2,00;"1375";8,00;;7,00;;3,00;;4,00;;8,00;;8,00;;3,00;;3,00;;0,00;;0,00;;"8";7,00;;"3";4,00;;"8";8,00;;"3";3,00;;"0";0,00;;1093
"Ononis reclinata";;;"1376";;"–";9,00;"+";;"–";2,00;"+";;"–";8,00;"+";;"–";2,00;"+";;"–";1,00;"+";"–";9,00;"+";"–";2,00;"+";"–";8,00;"+";"–";2,00;"+";"–";1,00;"+";1094
"Ononis repens";"Ononis repens L.";;"1377";8,00;;8,00;;4,00;;4,00;;7,00;;6,00;;2,00;;3,00;;0,00;;0,00;;"8";8,00;;"4";4,00;;"7";6,00;;"2";3,00;;"0";0,00;;1095
"Ononis spinosa";"Ononis spinosa L.";;"1378";8,00;;8,00;;4,00;;4,00;;7,00;;8,00;;3,00;;3,00;;1,00;;0,00;;"8";8,00;;"4";4,00;;"7";8,00;;"3";3,00;;"1";0,00;;1096
"Onopordum acanthium";"Onopordum acanthium L.";;"1379";9,00;;8,00;;4,00;;4,00;"+";7,00;;6,00;;8,00;;7,00;;0,00;;0,00;;"9";8,00;;"4";4,00;"+";"7";6,00;;"8";7,00;;"0";0,00;;1097
"Ophioglossum azoricum";"Ophioglossum azoricum C. Presl";;"1381.1";;"–";8,00;"+";;"–";6,00;"+";;"–";5,00;"+";;"–";2,00;"+";;"–";1,00;"+";"–";8,00;"+";"–";6,00;"+";"–";5,00;"+";"–";2,00;"+";"–";1,00;"+";1098
"Ophioglossum lusitanicum";;;"1380";;"–";8,00;"+";;"–";6,00;"+";;"–";5,00;"+";;"–";2,00;"+";;"–";0,00;;"–";8,00;"+";"–";6,00;"+";"–";5,00;"+";"–";2,00;"+";"–";0,00;;1099
"Ophioglossum vulgatum";"Ophioglossum vulgatum L.";;"1381.2";7,00;;8,00;;7,00;;7,00;;7,00;;7,00;;2,00;;3,00;;1,00;;0,00;;"7";8,00;;"7";7,00;;"7";7,00;;"2";3,00;;"1";0,00;;1100
"Ophrys apifera";"Ophrys apifera Huds.";;"1382";7,00;;8,00;;4,00;;4,00;;9,00;;8,00;;2,00;;3,00;;0,00;;0,00;;"7";8,00;;"4";4,00;;"9";8,00;;"2";3,00;;"0";0,00;;1101
